Quality;Description;n
72.76333858649484;['Itching == False', 'Genital_thrush == False'];221
72.26342468859558;['Polyuria == False', 'Irritability == False'];225
72.13355567716556;['Polyuria == False', 'Obesity == False'];230
71.99306644642277;['Polydipsia == False', 'Alopecia == False'];150
71.68942397403352;['muscle_stiffness == False', 'Alopecia == False'];218
70.78658093203721;['Itching == False', 'delayed_healing == False'];203
70.74554165637588;['muscle_stiffness == False', 'Irritability == False'];268
70.63571618107272;['Polydipsia == False', 'Genital_thrush == False'];226
70.33546439724624;['muscle_stiffness == True', 'Genital_thrush == False'];162
70.08124767130347;['Polyuria == False', 'delayed_healing == False'];161
69.8887875722595;['sudden_weight_loss == False', 'Genital_thrush == False'];245
69.79828305075706;['Age > 42.0', 'Genital_thrush == False'];249
68.48202393743696;['Itching == False'];267
68.38398942328361;['Polyphagia == True', 'Genital_thrush == False'];191
68.20429015558796;['Age > 37.0', 'Polyphagia == True'];213
67.93299570486217;['Polydipsia == False', 'Irritability == False'];240
66.77570590435434;['Age <= 47.5', 'delayed_healing == False'];177
65.45688501969511;['Age <= 39.0', 'Genital_thrush == False'];123
65.16231754623607;['Age > 39.0', 'Alopecia == False'];215
64.71965154502476;['Polyphagia == True'];237
64.50146999706554;['Polydipsia == False', 'Polyuria == False'];222
64.27184839738001;['visual_blurring == False', 'Alopecia == False'];190
64.13500313729729;['Polyuria == False', 'Genital_thrush == False'];213
63.82328327796925;['Age <= 39.0', 'Alopecia == False'];126
63.65546285876146;['weakness == False', 'Alopecia == False'];152
63.61184180706034;['weakness == False'];215
62.57801958645253;['Age <= 42.0', 'Obesity == False'];161
62.4592582387646;['Age > 42.0'];339
62.38027558129107;['Age > 42.0', 'Polyphagia == True'];186
61.72701833596445;['Polyphagia == False', 'Genital_thrush == False'];213
61.598840263824016;['visual_blurring == False'];287
61.47520010429895;['Age > 39.0', 'Obesity == False'];297
61.4736782277315;['Age > 42.0', 'Irritability == False'];246
61.41134774497797;['Polyuria == False'];262
61.23543267355227;['visual_blurring == False', 'Irritability == False'];226
61.101694572831875;['Polyphagia == False', 'Alopecia == False'];179
60.64879613224017;['Polydipsia == False', 'delayed_healing == False'];170
60.64343479273091;['Age > 37.0', 'delayed_healing == False'];199
59.81365318608618;['Age > 39.0', 'Polyphagia == True'];195
59.683432319037024;['muscle_stiffness == True'];195
59.12326487010995;['Age <= 47.5', 'Itching == False'];163
58.87902535418587;['Age <= 42.0'];181
58.81862921844399;['visual_blurring == True', 'muscle_stiffness == True'];139
58.68599574448255;['muscle_stiffness == False'];325
58.537249240584075;['Polyphagia == True', 'Obesity == False'];194
58.367259495593245;['Itching == True', 'Obesity == False'];210
58.245441154491786;['delayed_healing == False', 'Obesity == False'];227
58.018838989038706;['sudden_weight_loss == False', 'Alopecia == False'];174
57.52649695917444;['Itching == True', 'Polyphagia == True'];134
57.509783824849045;['Age <= 47.5', 'muscle_stiffness == False'];193
57.373654452773536;['Age > 39.0', 'delayed_healing == False'];180
57.02371531507359;['Age <= 42.0', 'Irritability == False'];148
56.70533898233592;['sudden_weight_loss == False', 'Obesity == False'];268
56.40444619659334;['weakness == False', 'Obesity == False'];183
56.38664114728644;['Polyphagia == True', 'Irritability == False'];153
56.27977270228238;['Polydipsia == False'];287
56.01045591882748;['delayed_healing == True', 'Polyphagia == True'];143
55.35121941275729;['partial_paresis == True', 'Genital_thrush == False'];195
54.982242874265964;['Age > 37.0', 'Itching == False'];179
54.78884637110728;['delayed_healing == True', 'Genital_thrush == False'];171
54.72213503248994;['Polyuria == False', 'weakness == False'];142
53.953304630060835;['weakness == True', 'Genital_thrush == False'];234
53.27765045001276;['weakness == True', 'Irritability == False'];215
53.06417979520674;['Polyphagia == False', 'Irritability == False'];241
53.04168484878524;['delayed_healing == True', 'Itching == True'];175
52.532847392237386;['visual_blurring == False', 'Obesity == False'];249
52.372147416611426;['Polydipsia == False', 'Itching == False'];164
52.34408015379472;['weakness == False', 'Irritability == False'];179
51.979201325043164;['muscle_stiffness == False', 'visual_blurring == False'];231
51.66515017626544;['Itching == True'];253
51.56894172681333;['muscle_stiffness == True', 'Polyphagia == True'];129
51.27658579492849;['partial_paresis == False', 'Itching == False'];167
50.88625077321946;['Polydipsia == False', 'Obesity == False'];248
50.78839619979041;['Age <= 47.5', 'Polyuria == False'];161
49.64915345743022;['Age <= 47.5', 'Polyphagia == False'];180
49.624391585926794;['sudden_weight_loss == False', 'Irritability == False'];245
49.39264109418019;['Age > 42.0', 'Obesity == False'];271
49.31450516538871;['Age <= 39.0', 'Obesity == False'];135
49.05694873801369;['Age > 37.0', 'weakness == False'];146
48.79615529268136;['Age <= 47.5', 'Polydipsia == False'];172
48.62618177165309;['Polyphagia == False', 'delayed_healing == False'];187
48.52900539281461;['Age > 42.0', 'Alopecia == False'];187
48.362616744703686;['Itching == False', 'Obesity == False'];222
48.24149701813582;['Age <= 47.5', 'weakness == True'];122
48.17371807537258;['Age > 47.5', 'Polyphagia == True'];157
48.12904224955613;['partial_paresis == False', 'Genital_thrush == False'];209
48.11732077567656;['weakness == False', 'delayed_healing == False'];159
47.91824082206229;['Polydipsia == False', 'weakness == False'];161
47.833779683719044;['weakness == True'];305
47.705443146843976;['visual_blurring == True', 'Polyphagia == True'];144
47.49878654471553;['Age <= 37.0', 'Alopecia == False'];94
47.447227347258824;['Age <= 47.5', 'visual_blurring == False'];196
47.29615983843638;['muscle_stiffness == True', 'Irritability == False'];126
47.00302124488712;['Age > 37.0', 'muscle_stiffness == True'];175
46.97233258905999;['Itching == True', 'Irritability == False'];179
46.90946563431274;['sudden_weight_loss == False'];303
46.87374585247918;['Age > 39.0', 'Itching == False'];164
46.83688993708654;['visual_blurring == False', 'delayed_healing == False'];178
46.75448076117519;['sudden_weight_loss == False', 'delayed_healing == False'];175
46.72065644555277;['Age > 39.0', 'weakness == False'];125
46.26388542871264;['weakness == True', 'Obesity == False'];249
46.25265604034602;['muscle_stiffness == False', 'Obesity == False'];285
46.24202810290441;['muscle_stiffness == False', 'Itching == False'];194
46.18214691748309;['muscle_stiffness == False', 'delayed_healing == False'];207
46.13726542695072;['visual_blurring == True', 'Genital_thrush == False'];197
46.1175799899167;['Age > 37.0', 'visual_blurring == False'];202
45.42819364052467;['Age > 37.0', 'Polyuria == False'];190
45.35284110548622;['Age > 37.0', 'Itching == True'];233
45.29180626868917;['weakness == False', 'Itching == False'];150
45.284996032186314;['Age <= 39.0'];144
44.742184651647094;['partial_paresis == True', 'Itching == True'];124
44.63829844508095;['Age > 39.0', 'muscle_stiffness == True'];163
44.338929532040005;['Age <= 47.5', 'sudden_weight_loss == False'];167
44.01282528250952;['delayed_healing == True', 'Obesity == False'];205
43.93314921883583;['Age <= 42.0', 'Itching == False'];126
43.88886355251286;['delayed_healing == True'];239
43.787507108210946;['partial_paresis == False', 'delayed_healing == False'];184
43.739335637912596;['Age <= 37.0', 'Genital_thrush == False'];99
43.719510289968525;['Itching == True', 'muscle_stiffness == True'];122
43.70831094391076;['Polyphagia == False', 'Itching == False'];164
43.628374076353566;['Polyuria == False', 'Itching == False'];146
43.477029142227515;['Age > 37.0', 'muscle_stiffness == False'];237
43.39538157444759;['Age > 39.0', 'Polydipsia == False'];196
43.386187866810104;['visual_blurring == False', 'Itching == False'];185
43.24669615131093;['Age > 39.0', 'Polyuria == False'];179
43.073219275319104;['Age > 37.0', 'Polydipsia == False'];210
42.93298631195149;['sudden_weight_loss == True', 'Irritability == False'];149
42.82492899901562;['partial_paresis == True', 'Irritability == False'];153
42.673694571119384;['Age > 42.0', 'delayed_healing == False'];152
42.51921149797266;['visual_blurring == True', 'Obesity == False'];183
42.4281070444775;['Age > 37.0', 'delayed_healing == True'];213
42.41134289849579;['Age <= 47.5', 'Itching == True'];97
42.08246504650641;['Age > 37.0', 'partial_paresis == True'];198
41.65707353709445;['partial_paresis == False', 'Polydipsia == False'];220
41.08314554933378;['partial_paresis == True'];224
40.6606674644886;['Age > 42.0', 'Polyuria == False'];158
40.52083601867871;['partial_paresis == True', 'muscle_stiffness == True'];113
40.39433973362105;['Polyphagia == False'];283
40.271178889678446;['Age > 47.5', 'Genital_thrush == False'];201
40.062784506569486;['Polydipsia == False', 'Polyphagia == True'];90
39.83821691237817;['Age > 37.0', 'weakness == True'];266
39.77959483145364;['visual_blurring == True'];233
39.67319750275474;['Age > 42.0', 'Polydipsia == False'];177
39.42616551189285;['sudden_weight_loss == False', 'weakness == False'];161
39.29960443771774;['sudden_weight_loss == True'];217
38.90722730884254;['Age > 42.0', 'muscle_stiffness == True'];147
38.53050857503524;['partial_paresis == False', 'Alopecia == False'];167
38.43717950587663;['Age > 39.0', 'visual_blurring == False'];175
38.39071042269666;['Age > 39.0', 'Itching == True'];212
38.32964246676961;['Age > 42.0', 'weakness == False'];111
37.979026346081945;['Age <= 47.5', 'weakness == False'];138
37.963278316989495;['Age <= 47.5', 'sudden_weight_loss == True'];93
37.795961328386596;['muscle_stiffness == True', 'Polyuria == False'];79
37.79526412644127;['Age > 42.0', 'Itching == True'];198
37.61424451229408;['Age <= 42.0', 'delayed_healing == False'];129
37.381228327913135;['Age <= 39.0', 'Irritability == False'];119
36.826511529118264;['partial_paresis == False'];296
36.816789354753126;['Age > 37.0', 'sudden_weight_loss == True'];188
36.69748539334191;['muscle_stiffness == False', 'weakness == False'];167
36.65166215589565;['Age <= 42.0', 'Polyphagia == False'];130
36.48402770309531;['visual_blurring == True', 'Irritability == False'];168
36.420173100778;['muscle_stiffness == True', 'Alopecia == False'];123
36.36668764108298;['Age > 39.0', 'partial_paresis == True'];181
36.09551888958758;['delayed_healing == True', 'muscle_stiffness == True'];121
35.91843879759183;['sudden_weight_loss == False', 'muscle_stiffness == False'];203
35.749393719423125;['weakness == True', 'Itching == True'];188
35.51811213555057;['delayed_healing == True', 'Irritability == False'];167
35.42960795587029;['Age <= 37.0', 'Irritability == False'];98
35.22144900808586;['Age > 37.0', 'visual_blurring == True'];210
35.013869081263856;['sudden_weight_loss == False', 'Polyphagia == True'];107
34.93921721441525;['Polydipsia == False', 'muscle_stiffness == False'];202
34.72849185747141;['Age <= 37.0', 'Obesity == False'];105
34.6320963400904;['visual_blurring == True', 'partial_paresis == True'];147
34.39126577737697;['weakness == True', 'Polyphagia == True'];162
34.36840747129622;['weakness == False', 'Polyphagia == True'];75
34.221166590349526;['Age > 39.0', 'sudden_weight_loss == True'];172
34.21756317528999;['weakness == True', 'muscle_stiffness == True'];147
33.74857705423309;['partial_paresis == True', 'Obesity == False'];187
33.349631189846185;['delayed_healing == True', 'weakness == True'];183
33.34834560226105;['Age <= 37.0'];108
33.29141843764154;['Age > 39.0', 'muscle_stiffness == False'];213
32.92988762554732;['Age > 42.0', 'visual_blurring == False'];152
32.72815218850762;['Polyuria == False', 'Polyphagia == True'];71
32.68056186033512;['Age > 39.0', 'weakness == True'];251
32.62828633373906;['Age > 42.0', 'Itching == False'];141
32.62367571513839;['sudden_weight_loss == False', 'Itching == False'];155
32.61901139547483;['Polydipsia == False', 'visual_blurring == False'];201
32.60402026069785;['partial_paresis == False', 'Obesity == False'];245
32.57851228371637;['Age <= 42.0', 'muscle_stiffness == False'];133
32.354991112172364;['Polyphagia == False', 'Obesity == False'];238
32.32317749048402;['sudden_weight_loss == False', 'Polydipsia == False'];219
32.15444829025106;['partial_paresis == False', 'weakness == False'];157
31.858990366523276;['visual_blurring == False', 'weakness == False'];157
31.83103499393647;['Age <= 37.0', 'delayed_healing == False'];82
31.293192516941765;['Polyphagia == False', 'Polyuria == False'];191
31.28727009342426;['Age > 39.0', 'delayed_healing == True'];196
31.049948316695144;['sudden_weight_loss == False', 'Polyuria == False'];210
30.918330675092033;['sudden_weight_loss == True', 'Genital_thrush == False'];159
30.87494421765124;['Age > 39.0', 'visual_blurring == True'];201
30.84999613538241;['visual_blurring == True', 'Alopecia == False'];151
30.716269279539965;['Age <= 39.0', 'Itching == False'];103
30.67233594372535;['partial_paresis == False', 'Polyuria == False'];206
30.51689670149646;['Age > 47.5', 'muscle_stiffness == True'];128
30.39258575522665;['Age > 42.0', 'partial_paresis == True'];167
30.358216568403307;['visual_blurring == True', 'delayed_healing == True'];130
30.148299240628486;['visual_blurring == True', 'Itching == True'];151
30.135166340089675;['visual_blurring == True', 'weakness == False'];58
30.037908980397283;['partial_paresis == False', 'Polyphagia == True'];87
29.830284714791766;['Age <= 47.5', 'partial_paresis == False'];181
29.731554376477764;['Age > 42.0', 'delayed_healing == True'];187
29.48946268278901;['partial_paresis == True', 'delayed_healing == True'];127
29.330911215853146;['partial_paresis == False', 'Irritability == False'];241
29.278728730182564;['muscle_stiffness == True', 'weakness == False'];48
29.033511946343083;['Age <= 47.5', 'delayed_healing == True'];83
28.77322606540269;['Age <= 42.0', 'visual_blurring == False'];135
28.147947796197823;['Age > 42.0', 'weakness == True'];228
28.080305735386002;['sudden_weight_loss == True', 'Polyuria == False'];52
27.736121625096988;['Age > 37.0', 'sudden_weight_loss == False'];224
27.658492395085347;['weakness == True', 'visual_blurring == False'];130
27.63871688748415;['partial_paresis == False', 'visual_blurring == False'];210
27.510839554791172;['Age <= 39.0', 'delayed_healing == False'];101
27.505359415452656;['Age > 47.5', 'Alopecia == False'];144
27.214384470430907;['sudden_weight_loss == True', 'Alopecia == False'];167
27.137328865097057;['Age > 47.5', 'Irritability == False'];179
26.741838638339104;['Age > 47.5'];260
26.588909038295228;['Age <= 39.0', 'muscle_stiffness == False'];112
26.273876496927933;['delayed_healing == True', 'Polyuria == True'];138
26.26816224005728;['Age <= 47.5', 'partial_paresis == True'];79
26.09027575352626;['Polyuria == False', 'visual_blurring == False'];175
26.069552571759814;['sudden_weight_loss == True', 'delayed_healing == True'];111
25.96574993923855;['Age <= 42.0', 'sudden_weight_loss == True'];67
25.952064951814133;['muscle_stiffness == False', 'Polyuria == False'];183
25.90452300504275;['Age > 42.0', 'visual_blurring == True'];187
25.849140538248893;['Age > 42.0', 'muscle_stiffness == False'];192
25.564469222043556;['weakness == True', 'Alopecia == False'];189
25.535517015484256;['sudden_weight_loss == True', 'weakness == True'];163
25.502631715785572;['partial_paresis == True', 'weakness == True'];166
25.452934318409334;['sudden_weight_loss == True', 'visual_blurring == False'];111
25.183492256102113;['partial_paresis == True', 'Alopecia == False'];174
25.10313020333819;['Polyphagia == True', 'Alopecia == False'];162
24.52426308224727;['Age <= 37.0', 'Itching == False'];88
24.465170105460942;['muscle_stiffness == True', 'delayed_healing == False'];74
24.177169346314063;['Age <= 39.0', 'sudden_weight_loss == False'];99
24.137921190433197;['Age <= 39.0', 'visual_blurring == False'];112
23.978906825565097;['Age <= 42.0', 'weakness == False'];104
23.93281784253327;['visual_blurring == True', 'Polyuria == False'];87
23.595693449644823;['partial_paresis == True', 'sudden_weight_loss == False'];97
23.56779778551797;['Age <= 37.0', 'Polyphagia == False'];84
23.47021312859683;['Age > 42.0', 'sudden_weight_loss == False'];189
23.31313181277431;['Age <= 42.0', 'sudden_weight_loss == False'];114
23.159780213560527;['Age > 39.0', 'sudden_weight_loss == False'];204
22.913125350564375;['partial_paresis == True', 'Polyuria == False'];56
22.909218330002716;['Polydipsia == False', 'muscle_stiffness == True'];85
22.830591347122;['partial_paresis == True', 'Polyphagia == True'];150
22.760816904762336;['Alopecia == False', 'Obesity == True'];55
22.59067348416888;['Genital_thrush == False', 'Polyuria == True'];191
22.481990566061587;['Polyphagia == False', 'muscle_stiffness == False'];217
22.39721815651147;['Itching == True', 'Polyuria == True'];137
22.378097645531525;['Age > 47.5', 'Obesity == False'];208
21.7209302646816;['Polyuria == True'];258
21.636012419181846;['Age > 39.0', 'partial_paresis == False'];195
21.42947390610064;['sudden_weight_loss == True', 'Polyphagia == False'];87
21.411167614485976;['visual_blurring == True', 'sudden_weight_loss == False'];127
21.344948673424103;['Polyphagia == False', 'Polydipsia == False'];197
21.273960012042792;['sudden_weight_loss == True', 'Obesity == False'];164
21.092706716232072;['Polyphagia == False', 'weakness == False'];140
21.030874703149653;['Itching == True', 'Polyuria == False'];116
20.94357247167209;['Itching == True', 'Alopecia == False'];133
20.940339052664054;['Age > 39.0', 'Polyphagia == False'];181
20.89853403787629;['sudden_weight_loss == True', 'Itching == False'];112
20.89363114709222;['Age <= 37.0', 'sudden_weight_loss == False'];79
20.764695070267905;['Age > 37.0', 'partial_paresis == False'];214
20.744749709686687;['visual_blurring == True', 'Polydipsia == False'];86
20.630008605658485;['Age <= 42.0', 'Polyuria == False'];104
20.578103560578892;['Age > 37.0', 'Polyphagia == False'];199
20.441655330739607;['Age > 42.0', 'sudden_weight_loss == True'];150
20.414372112296427;['sudden_weight_loss == True', 'Polydipsia == False'];68
20.311486796508028;['Age <= 39.0', 'Polyphagia == False'];102
19.915777340837376;['Age > 37.0', 'Polyuria == True'];222
19.836508886539175;['sudden_weight_loss == True', 'Obesity == True'];53
19.793430182675916;['partial_paresis == False', 'muscle_stiffness == False'];214
19.679006679820255;['sudden_weight_loss == True', 'muscle_stiffness == False'];122
19.554936459228063;['Itching == False', 'Obesity == True'];45
19.49813652854046;['Age > 47.5', 'visual_blurring == True'];169
19.37924295149566;['Age > 42.0', 'partial_paresis == False'];172
19.31857885187848;['Age > 47.5', 'partial_paresis == True'];145
19.205385379097027;['Age > 47.5', 'weakness == False'];77
18.959210770377023;['partial_paresis == False', 'sudden_weight_loss == True'];90
18.784423309211743;['Age > 47.5', 'delayed_healing == True'];156
18.59137507828719;['Age <= 37.0', 'partial_paresis == False'];82
18.454763956585182;['Age > 39.0', 'Polyuria == True'];197
18.42319223686215;['Itching == True', 'visual_blurring == False'];102
18.391532545664383;['Age <= 39.0', 'weakness == False'];90
18.36980435390734;['sudden_weight_loss == True', 'Itching == True'];105
18.314328435034835;['Age <= 39.0', 'Polyuria == False'];83
18.030231781759483;['Age <= 37.0', 'visual_blurring == False'];85
18.016793361544877;['Genital_thrush == False', 'Obesity == True'];64
17.657721180503152;['Age <= 42.0', 'partial_paresis == False'];124
17.646198171717717;['Age > 47.5', 'Itching == True'];156
17.619946374771914;['Age > 42.0', 'Polyuria == True'];181
17.54961407979617;['Polyphagia == True', 'Polyuria == True'];166
17.49363494942112;['visual_blurring == True', 'Polyuria == True'];146
17.4122515031669;['visual_blurring == True', 'delayed_healing == False'];103
17.386382318904538;['visual_blurring == True', 'weakness == True'];175
17.339879013974453;['sudden_weight_loss == False', 'Itching == True'];148
17.30817129407808;['Irritability == False', 'Polyuria == True'];169
17.281229711723153;['Polyphagia == False', 'sudden_weight_loss == False'];196
17.227175640011904;['Age <= 42.0', 'Polydipsia == False'];110
17.225786505031603;['Genital_thrush == False', 'Irritability == True'];83
17.119819727472173;['weakness == True', 'delayed_healing == False'];122
16.828414747454712;['muscle_stiffness == True', 'Polyuria == True'];116
16.78097475359921;['Genital_thrush == False', 'Polydipsia == True'];178
16.740916848834086;['Age <= 37.0', 'weakness == False'];69
16.37630437387758;['Age <= 37.0', 'Polyuria == False'];72
16.309531691278384;['weakness == True', 'muscle_stiffness == False'];158
16.215838320454772;['Polyphagia == False', 'partial_paresis == True'];74
16.13714950324288;['partial_paresis == False', 'muscle_stiffness == True'];82
16.05142325861774;['Itching == True', 'weakness == False'];65
15.922267046565963;['muscle_stiffness == False', 'Obesity == True'];40
15.827503623384363;['delayed_healing == False', 'Obesity == True'];54
15.791792935450717;['partial_paresis == True', 'weakness == False'];58
15.700057059951568;['Polyphagia == False', 'weakness == True'];143
15.639431212732951;['Age > 47.5', 'delayed_healing == False'];104
15.587988665466401;['Age > 47.5', 'Itching == False'];104
15.43021169020227;['Age <= 39.0', 'partial_paresis == False'];101
15.13936811089314;['muscle_stiffness == True', 'Itching == False'];73
14.796538300118945;['Age <= 42.0', 'weakness == True'];77
14.764949916070117;['Age <= 37.0', 'muscle_stiffness == False'];88
14.734076548753928;['sudden_weight_loss == True', 'muscle_stiffness == True'];95
14.726364521399955;['Age > 37.0', 'Irritability == True'];116
14.655823494147299;['sudden_weight_loss == True', 'weakness == False'];54
14.495325448684175;['sudden_weight_loss == True', 'delayed_healing == False'];106
14.46957662396586;['sudden_weight_loss == False', 'visual_blurring == False'];176
14.394081275281115;['visual_blurring == False', 'Polyphagia == True'];93
14.173729888357656;['Itching == True', 'Polydipsia == True'];130
14.150313882677134;['delayed_healing == True', 'visual_blurring == False'];109
14.055230674870309;['Age > 39.0', 'Obesity == True'];79
14.045862188768028;['Itching == True', 'delayed_healing == False'];78
14.031450276177031;['Age > 47.5', 'Polyuria == False'];101
13.89943825352898;['Alopecia == False', 'Polydipsia == True'];191
13.852178249993402;['Polyphagia == False', 'muscle_stiffness == True'];66
13.734361718173673;['Itching == True', 'muscle_stiffness == False'];131
13.603456933486632;['weakness == True', 'Polyuria == False'];120
13.552263399469153;['Age <= 37.0', 'Polydipsia == False'];77
13.450196994042107;['Age <= 39.0', 'Polydipsia == False'];91
13.441318895563006;['partial_paresis == True', 'Polydipsia == False'];67
13.412062059443503;['partial_paresis == False', 'Polyphagia == False'];209
13.388181799285713;['Irritability == False', 'Polydipsia == True'];154
13.350666867169009;['Age > 37.0', 'Obesity == True'];85
13.332228022760555;['partial_paresis == True', 'Polyuria == True'];168
13.050634888945535;['Obesity == True'];88
13.021558470532698;['muscle_stiffness == False', 'Polyphagia == True'];108
13.020012837115708;['sudden_weight_loss == False', 'muscle_stiffness == True'];100
12.978403330315569;['partial_paresis == False', 'sudden_weight_loss == False'];206
12.88453463360994;['Age > 47.5', 'Polyuria == True'];159
12.874308820142282;['muscle_stiffness == True', 'Polydipsia == True'];110
12.834273643189103;['Polyphagia == True', 'delayed_healing == False'];94
12.795721787393298;['Polyphagia == True', 'Alopecia == True'];75
12.680758278890153;['partial_paresis == True', 'delayed_healing == False'];97
12.63243050841422;['Polydipsia == True'];233
12.545993406567156;['weakness == True', 'Polydipsia == False'];126
12.51151610088452;['Polyphagia == True', 'Itching == False'];103
12.450015797564719;['weakness == True', 'Itching == False'];117
12.21607643711137;['delayed_healing == True', 'muscle_stiffness == False'];118
12.118980114595745;['delayed_healing == True', 'Irritability == True'];72
11.990378642550603;['Age > 42.0', 'Obesity == True'];68
11.880912665252636;['muscle_stiffness == True', 'Irritability == True'];69
11.868346319295082;['visual_blurring == True', 'Polydipsia == True'];147
11.832389872415387;['Age > 47.5', 'Polydipsia == False'];115
11.556010909492816;['Age > 42.0', 'Irritability == True'];93
11.48328029825824;['Obesity == False', 'Polydipsia == True'];184
11.420345358086625;['Age > 37.0', 'Polydipsia == True'];202
11.3597663401662;['sudden_weight_loss == True', 'visual_blurring == True'];106
11.298419847713522;['visual_blurring == False', 'Obesity == True'];38
11.228235040554008;['Age > 47.5', 'weakness == True'];183
11.174532841157822;['Age > 39.0', 'Irritability == True'];101
11.161657296440902;['sudden_weight_loss == False', 'weakness == True'];142
11.128028901961013;['visual_blurring == True', 'Itching == False'];82
11.059960076588627;['Age <= 39.0', 'weakness == True'];54
11.04173710918393;['weakness == True', 'Polyuria == True'];185
10.847427841450731;['sudden_weight_loss == False', 'Polyuria == True'];93
10.720988150840206;['Age <= 47.5', 'Obesity == True'];36
10.660594432036897;['Itching == True', 'Irritability == True'];74
10.453671521364123;['delayed_healing == True', 'weakness == False'];56
10.38279288298769;['Age > 39.0', 'Polydipsia == True'];180
10.341303608665385;['Polyphagia == True', 'Irritability == True'];84
10.264929670987708;['partial_paresis == True', 'visual_blurring == False'];77
9.955396575051816;['Obesity == False', 'Polyuria == True'];202
9.92407130240277;['Age <= 47.5', 'Polyphagia == True'];80
9.885541364377795;['Age > 47.5', 'sudden_weight_loss == True'];124
9.862171002675773;['Polydipsia == False', 'Polyuria == True'];65
9.823003074178956;['Irritability == True'];126
9.733719266915603;['Age > 42.0', 'Polyphagia == False'];153
9.714940550273347;['weakness == False', 'Obesity == True'];32
9.377795313818108;['visual_blurring == True', 'Irritability == True'];65
9.296395322193902;['Irritability == False', 'Obesity == True'];56
9.14788767584487;['weakness == False', 'Polyuria == True'];73
9.011498409493107;['Itching == True', 'Polydipsia == False'];123
8.894625311599963;['partial_paresis == True', 'Polydipsia == True'];157
8.684223952621315;['Age > 47.5', 'sudden_weight_loss == False'];136
8.304918775154;['muscle_stiffness == True', 'visual_blurring == False'];56
8.286811506936267;['delayed_healing == False', 'Polydipsia == True'];111
8.256154559295656;['Age <= 39.0', 'sudden_weight_loss == True'];45
8.03612776622813;['partial_paresis == True', 'Obesity == True'];37
8.035883672645713;['Polyphagia == False', 'Polydipsia == True'];86
8.005834956178195;['weakness == False', 'Irritability == True'];36
7.964382444522878;['partial_paresis == False', 'weakness == True'];139
7.933088457239694;['Age <= 47.5', 'Polyuria == True'];99
7.91750761201412;['Polyphagia == True', 'Obesity == True'];43
7.895763740165661;['Age <= 42.0', 'muscle_stiffness == True'];48
7.799247397107008;['Polyphagia == False', 'visual_blurring == False'];194
7.753546514626166;['delayed_healing == True', 'sudden_weight_loss == False'];128
7.731026287153467;['Age > 47.5', 'partial_paresis == False'];115
7.63093553579445;['Age <= 42.0', 'Polydipsia == True'];71
7.591739084103162;['Age <= 47.5', 'muscle_stiffness == True'];67
7.153390199514293;['Age > 47.5', 'visual_blurring == False'];91
7.070394682808047;['Age <= 42.0', 'partial_paresis == True'];57
7.0479149617025705;['Polyphagia == False', 'Obesity == True'];45
6.994892922772456;['sudden_weight_loss == True', 'Polyuria == True'];165
6.918416097325082;['Age > 47.5', 'Irritability == True'];81
6.858325934619852;['sudden_weight_loss == True', 'Genital_thrush == True'];58
6.692750270811748;['partial_paresis == False', 'visual_blurring == True'];86
6.686977742900883;['Age <= 37.0', 'sudden_weight_loss == True'];29
