Quality;Description;n
3.3225460581309907;['sudden_weight_loss == False', 'IsFemale == True'];77
3.3136615301211965;['Age <= 37.0', 'Itching == False'];88
3.310866120642377;['Age > 37.0', 'weakness == True'];266
3.3044468809521574;['Age > 47.5', 'Itching == False'];104
3.291674655499076;['Age > 39.0', 'muscle_stiffness == False'];213
3.2351127920642675;['Alopecia == False', 'Itching == False'];208
3.2177240979054753;['Age > 47.5', 'Genital_thrush == True'];59
3.2002819941821183;['Alopecia == True'];179
3.1912204921241667;['Age > 37.0', 'Irritability == False'];296
3.1587538136519893;['delayed_healing == True', 'Itching == True'];175
3.1376692497658834;['partial_paresis == False', 'visual_blurring == False'];210
3.1251520283568746;['Alopecia == False', 'Irritability == True'];78
3.0697169657376233;['Age <= 47.5', 'Irritability == True'];45
3.0524549773353846;['Polyphagia == False', 'Irritability == True'];42
3.0474448708843465;['sudden_weight_loss == True'];217
3.0290139875439017;['Genital_thrush == False', 'Alopecia == True'];118
2.9942077625576076;['Age > 42.0', 'weakness == True'];228
2.981348384732615;['Age > 39.0', 'Alopecia == False'];215
2.9755938635411594;['delayed_healing == True', 'Polyuria == False'];101
2.9694515140079627;['Genital_thrush == False', 'weakness == False'];170
2.9641822057513227;['sudden_weight_loss == True', 'Itching == True'];105
2.958646724952014;['Genital_thrush == False', 'visual_blurring == True'];197
2.9148283008710294;['Age > 37.0', 'muscle_stiffness == False'];237
2.8936880347086493;['visual_blurring == True'];233
2.8657892940572935;['Itching == False', 'Irritability == True'];52
2.831481920559865;['Age > 47.5', 'visual_blurring == True'];169
2.826743130963994;['Irritability == True', 'visual_blurring == False'];61
2.8239332902882954;['Polyphagia == True', 'Genital_thrush == True'];46
2.8150714074663217;['weakness == True'];305
2.7686711523855108;['Age <= 47.5', 'delayed_healing == False'];177
2.727510941657781;['Age <= 42.0', 'weakness == True'];77
2.6997109146143847;['Irritability == True', 'Polydipsia == False'];47
2.677548104978243;['Age > 39.0', 'visual_blurring == False'];175
2.6658162249338426;['Polyuria == False', 'visual_blurring == False'];175
2.6113796300030754;['Genital_thrush == True', 'Polydipsia == False'];61
2.5945360116584615;['Age > 47.5', 'weakness == True'];183
2.560296790695123;['Genital_thrush == False', 'Itching == False'];221
2.5408095367508703;['Age > 47.5', 'delayed_healing == False'];104
2.5380607820296675;['Itching == False', 'partial_paresis == True'];100
2.526477015757653;['Polyuria == False', 'partial_paresis == False'];206
2.524167009976773;['muscle_stiffness == False', 'Polyphagia == True'];108
2.5104688546987144;['Polyuria == True', 'partial_paresis == True'];168
2.4406904123994435;['Genital_thrush == False', 'visual_blurring == False'];207
2.4309639250572133;['sudden_weight_loss == True', 'Irritability == False'];149
2.4287978888871518;['Polyuria == False', 'sudden_weight_loss == True'];52
2.404965998073036;['visual_blurring == True', 'Irritability == True'];65
2.3907466653494236;['Age <= 47.5', 'Polyphagia == True'];80
2.3899918745242674;['muscle_stiffness == True', 'Itching == True'];122
2.3806829695230807;['Age > 47.5', 'Irritability == True'];81
2.37464488859656;['Polydipsia == True', 'partial_paresis == False'];76
2.3469121244508275;['Irritability == True', 'Itching == True'];74
2.3386655146178743;['Age > 39.0', 'weakness == False'];125
2.333387119591346;['Polyphagia == False', 'Irritability == False'];241
2.324551301534161;['muscle_stiffness == False', 'weakness == False'];167
2.3214838933320556;['muscle_stiffness == False', 'visual_blurring == True'];94
2.3131304494215317;['delayed_healing == True', 'IsFemale == True'];101
2.2876374806828235;['Polyphagia == True', 'visual_blurring == False'];93
2.2866510759224443;['Genital_thrush == True', 'visual_blurring == False'];80
2.2773950829534226;['Alopecia == False', 'IsFemale == True'];165
2.237981847596208;['Genital_thrush == True'];116
2.226890914133577;['Polyphagia == True', 'Alopecia == True'];75
2.194505730210567;['Genital_thrush == True', 'partial_paresis == False'];87
2.1571420857189025;['Age > 37.0', 'partial_paresis == False'];214
2.1565803876402034;['weakness == True', 'visual_blurring == True'];175
2.1506654648692445;['delayed_healing == True', 'Itching == False'];64
2.125555134686948;['muscle_stiffness == False', 'Polydipsia == False'];202
2.1197750911578472;['Alopecia == False', 'delayed_healing == True'];121
2.115082082543326;['Age <= 42.0', 'Itching == True'];55
2.1104272999528675;['Alopecia == False', 'Irritability == False'];263
2.1080769012161555;['Polydipsia == True', 'weakness == True'];179
2.1055947492499865;['Polyuria == False'];262
2.090145465357806;['weakness == True', 'muscle_stiffness == True'];147
2.083187686200131;['Polyuria == False', 'IsFemale == True'];63
2.077899990177168;['sudden_weight_loss == True', 'partial_paresis == False'];90
2.063836456783518;['muscle_stiffness == True', 'Polydipsia == False'];85
2.0419959858892245;['Polyphagia == False', 'Itching == True'];119
2.0250721886499075;['Alopecia == False', 'weakness == True'];189
1.9901651670603964;['Genital_thrush == False', 'Polyuria == True'];191
1.9871863901786186;['sudden_weight_loss == False', 'Irritability == False'];245
1.9706458566728404;['Genital_thrush == False', 'Polydipsia == False'];226
1.9535094902703691;['Age > 37.0', 'Genital_thrush == True'];107
1.9493395713316382;['Polyphagia == True', 'IsFemale == False'];122
1.932046435302623;['Irritability == True', 'delayed_healing == False'];54
1.8735920354067863;['Polyphagia == False', 'Polyuria == False'];191
1.8723984494270596;['Genital_thrush == False', 'sudden_weight_loss == True'];159
1.8720096855675212;['Alopecia == True', 'Irritability == True'];48
1.8544945978123746;['Genital_thrush == False', 'partial_paresis == False'];209
1.8429800032818653;['Polyphagia == False'];283
1.833717006996653;['Irritability == False', 'partial_paresis == False'];241
1.8330039878411881;['sudden_weight_loss == False'];303
1.8295002210474935;['Age > 47.5', 'Irritability == False'];179
1.8180074126622743;['Age <= 47.5', 'Genital_thrush == True'];57
1.8057162353462637;['Polyphagia == False', 'weakness == True'];143
1.7927046056697344;['Age <= 47.5', 'Irritability == False'];215
1.7892381839201232;['Genital_thrush == True', 'IsFemale == False'];95
1.7866884555706284;['Age <= 42.0', 'Genital_thrush == True'];26
1.77685579663145;['muscle_stiffness == False', 'Itching == True'];131
1.7718129476082927;['Alopecia == False', 'visual_blurring == True'];151
1.7670775295231689;['sudden_weight_loss == False', 'weakness == False'];161
1.738504369874545;['Age <= 42.0', 'Polyuria == False'];104
1.7329567887647577;['Polydipsia == True', 'sudden_weight_loss == True'];149
1.7254532272240795;['Age > 42.0', 'Itching == False'];141
1.7252112108523177;['Polyuria == False', 'Itching == True'];116
1.7216375180750052;['Age <= 47.5', 'visual_blurring == True'];64
1.7070730788914767;['Age <= 47.5', 'Polyuria == False'];161
1.6863838171112944;['Age > 42.0', 'muscle_stiffness == False'];192
1.6800207925230848;['Irritability == False', 'Polyuria == True'];169
1.6477755684061308;['Age > 47.5', 'muscle_stiffness == False'];132
1.61583266803283;['Polyphagia == True', 'Irritability == False'];153
1.5953297900072443;['Polyphagia == True', 'sudden_weight_loss == True'];130
1.5795145190087476;['partial_paresis == False', 'Itching == True'];129
1.5758125073031763;['Age <= 42.0', 'Alopecia == False'];154
1.5608980204621803;['Polyphagia == True', 'Irritability == True'];84
1.5204122934398159;['Age > 39.0', 'Irritability == False'];275
1.4856695555198938;['Age > 39.0', 'Polyphagia == True'];195
1.4771660789160066;['sudden_weight_loss == False', 'Alopecia == True'];129
1.4678212183667196;['Polyphagia == True', 'Polydipsia == False'];90
1.467269781085687;['Age <= 47.5', 'IsFemale == True'];94
1.463480091265863;['Age > 39.0', 'Polydipsia == False'];196
1.4595542350060402;['sudden_weight_loss == False', 'Polydipsia == False'];219
1.443134034641156;['Age <= 47.5', 'muscle_stiffness == True'];67
1.4382735033638292;['Age <= 37.0', 'Irritability == False'];98
1.4284384369926848;['Age <= 39.0', 'Genital_thrush == True'];21
1.4175463558359498;['Age > 39.0', 'delayed_healing == False'];180
1.4170123395328187;['Age <= 37.0', 'Genital_thrush == False'];99
1.411555078161896;['Polyphagia == False', 'partial_paresis == True'];74
1.4061972949100676;['Alopecia == False', 'Polyphagia == False'];179
1.3951987947370226;['Genital_thrush == True', 'sudden_weight_loss == True'];58
1.380910631437733;['Genital_thrush == True', 'IsFemale == True'];21
1.3375125420001428;['Age > 42.0'];339
1.3344221650577581;['Age <= 42.0', 'delayed_healing == False'];129
1.332968107090558;['sudden_weight_loss == True', 'partial_paresis == True'];127
1.3294475404286188;['delayed_healing == True', 'Polydipsia == False'];117
1.3130711088942608;['Age <= 47.5', 'Polydipsia == True'];88
1.3069248933094921;['sudden_weight_loss == False', 'Itching == False'];155
1.2913016322953945;['Polyuria == False', 'muscle_stiffness == True'];79
1.286582041715596;['Irritability == True', 'muscle_stiffness == True'];69
1.2526385402765103;['Age <= 42.0'];181
1.2519276447158068;['Age <= 42.0', 'Polyphagia == False'];130
1.2277028262563374;['Polyphagia == False', 'muscle_stiffness == True'];66
1.2071574302685661;['sudden_weight_loss == False', 'Itching == True'];148
1.1866593668386738;['Polyphagia == False', 'Genital_thrush == True'];70
1.1819426146632237;['Alopecia == False', 'sudden_weight_loss == False'];174
1.164280439521003;['Polyphagia == True', 'delayed_healing == True'];143
1.154401231491204;['Age > 39.0', 'Genital_thrush == True'];95
1.1332421743864574;['Age <= 42.0', 'muscle_stiffness == True'];48
1.1163744005719005;['delayed_healing == False', 'Polydipsia == False'];170
1.1155341264527827;['muscle_stiffness == False', 'Genital_thrush == False'];242
1.113027969029294;['delayed_healing == True'];239
1.0968912440512706;['Age <= 42.0', 'weakness == False'];104
1.0927534254030178;['Polyphagia == False', 'Polydipsia == False'];197
1.0918825864659922;['Age > 37.0', 'IsFemale == False'];265
1.0792647839103378;['muscle_stiffness == False', 'Polyuria == False'];183
1.0752401525070603;['Age <= 42.0', 'visual_blurring == False'];135
1.0717868531574624;['Age > 37.0', 'delayed_healing == True'];213
1.0630880109781442;['Genital_thrush == False', 'delayed_healing == True'];171
1.0612454368089592;['sudden_weight_loss == False', 'visual_blurring == True'];127
1.0579219189995852;['Age > 37.0', 'Alopecia == False'];247
1.0463553995461838;['Age > 42.0', 'visual_blurring == False'];152
1.0349895843855252;['Age > 42.0', 'Polyphagia == True'];186
1.0319457865090902;['Age > 42.0', 'partial_paresis == False'];172
1.0309323757729096;['Age > 47.5', 'Polyuria == True'];159
1.0216701454121955;['Age <= 47.5', 'Alopecia == False'];197
0.9921323779489208;['Age <= 47.5'];260
0.9878562582929518;['Age <= 42.0', 'Irritability == True'];33
0.9832892091673338;['visual_blurring == True', 'Polydipsia == False'];86
0.9768235139310457;['delayed_healing == False', 'partial_paresis == True'];97
0.9741097323426651;['Polydipsia == True', 'Alopecia == True'];42
0.9733497602485555;['Polyuria == False', 'Irritability == False'];225
0.9717121110254012;['Polydipsia == True', 'delayed_healing == False'];111
0.9657766071131801;['Age <= 42.0', 'visual_blurring == True'];46
0.9579063609668417;['Alopecia == False'];341
0.9474387703596214;['Polyphagia == False', 'visual_blurring == False'];194
0.9413526301039994;['Age > 37.0', 'sudden_weight_loss == False'];224
0.9384914655721284;['Age > 42.0', 'Genital_thrush == False'];249
0.9374848423336872;['Age > 47.5', 'sudden_weight_loss == False'];136
0.9326194362345781;['Age > 37.0', 'Polyphagia == True'];213
0.9310685687511651;['Alopecia == True', 'Polydipsia == False'];137
0.9255466011271434;['Genital_thrush == False'];404
0.9205808359262608;['Age > 37.0', 'visual_blurring == False'];202
0.9175527580528637;['IsFemale == False', 'weakness == False'];151
0.9163762301979439;['Age > 47.5'];260
0.9139462287729019;['Polyphagia == True', 'Alopecia == False'];162
0.9113607458815496;['Age > 37.0'];412
0.8901703951234987;['visual_blurring == True', 'IsFemale == True'];112
0.8712633407227068;['Age > 42.0', 'delayed_healing == True'];187
0.859567085185224;['sudden_weight_loss == False', 'partial_paresis == True'];97
0.8576187100150232;['Age > 37.0', 'Polyuria == False'];190
0.8327736082201755;['Polyphagia == True', 'sudden_weight_loss == False'];107
0.8322492711998144;['Age <= 42.0', 'Polydipsia == True'];71
0.8073973997456205;['Age > 47.5', 'Polyphagia == False'];103
0.8026648070691489;['Age > 39.0', 'Polydipsia == True'];180
0.7941971377930175;['Polyphagia == True', 'Itching == True'];134
0.7645760564564714;['muscle_stiffness == False', 'delayed_healing == False'];207
0.7445161667907728;['Age <= 39.0', 'weakness == True'];54
0.7339371618274502;['Age <= 47.5', 'weakness == False'];138
0.7261365448627157;['delayed_healing == True', 'Alopecia == True'];118
0.7251815328692279;['Age <= 39.0', 'IsFemale == True'];63
0.7206136652124284;['delayed_healing == True', 'Irritability == False'];167
0.7188788582511418;['muscle_stiffness == False', 'weakness == True'];158
0.7089113018857227;['Age <= 47.5', 'Itching == True'];97
0.7070567857446024;['Genital_thrush == False', 'IsFemale == False'];233
0.6675194280818939;['delayed_healing == True', 'weakness == True'];183
0.6672179365510924;['Age > 37.0', 'Polydipsia == True'];202
0.6583709733908822;['Age > 42.0', 'Polyuria == False'];158
0.6513812110183836;['Age > 47.5', 'sudden_weight_loss == True'];124
0.6427397674540174;['weakness == True', 'Irritability == True'];90
0.6387295465234346;['partial_paresis == False', 'Polydipsia == False'];220
0.6353354232771604;['Polydipsia == True', 'Polyuria == False'];40
0.6324468178564113;['Age > 47.5', 'weakness == False'];77
0.6299382044365225;['Age > 39.0', 'delayed_healing == True'];196
0.6247047236886214;['Polydipsia == True', 'IsFemale == False'];108
0.6212026279548639;['Age <= 42.0', 'Polydipsia == False'];110
0.6146698256134675;['Age > 39.0', 'partial_paresis == False'];195
0.6125563561691343;['Age > 47.5', 'delayed_healing == True'];156
0.6093149259988758;['Age <= 42.0', 'IsFemale == True'];74
0.6047610968786992;['Polyuria == False', 'Itching == False'];146
0.6008920479505488;['Polyphagia == False', 'IsFemale == False'];206
0.5952348387841919;['visual_blurring == True', 'partial_paresis == False'];86
0.5946257466253684;['delayed_healing == True', 'visual_blurring == False'];109
0.5608655993083205;['sudden_weight_loss == True', 'IsFemale == True'];115
0.5410031983723866;['Polyphagia == True', 'Polyuria == True'];166
0.5401297921652373;['Age > 47.5', 'visual_blurring == False'];91
0.5385535344371912;['delayed_healing == True', 'visual_blurring == True'];130
0.5373492691368478;['Age <= 37.0', 'Genital_thrush == True'];9
0.5356815635849559;['Polyphagia == True'];237
0.5342531766998775;['Age <= 39.0', 'Itching == True'];41
0.5305984766483403;['delayed_healing == False', 'weakness == False'];159
0.5271511796299304;['Age > 42.0', 'Polyphagia == False'];153
0.5135193448925803;['Age <= 42.0', 'Alopecia == True'];27
0.5122034910908306;['delayed_healing == True', 'weakness == False'];56
0.5104477691582348;['Polydipsia == True', 'Polyphagia == True'];147
0.5065539513504218;['muscle_stiffness == False', 'IsFemale == False'];216
0.4989312388954601;['Age > 42.0', 'Genital_thrush == True'];90
0.49426750965362265;['Age > 37.0', 'Polyphagia == False'];199
0.49350536705228754;['Alopecia == False', 'Polydipsia == False'];150
0.4756196268167958;['Age > 39.0'];376
0.4733368877259779;['Age <= 37.0', 'Irritability == True'];10
0.4728395844290835;['Age <= 37.0', 'sudden_weight_loss == True'];29
0.4728395844290835;['Genital_thrush == True', 'partial_paresis == True'];29
0.4658964805573622;['Age <= 37.0', 'weakness == True'];39
0.46566769468699887;['Polyphagia == False', 'weakness == False'];140
0.461230272869662;['Genital_thrush == False', 'Polyuria == False'];213
0.45256337554932236;['Age <= 47.5', 'delayed_healing == True'];83
0.450864198128182;['Age > 47.5', 'Genital_thrush == False'];201
0.45023789889341925;['Age > 47.5', 'IsFemale == False'];162
0.4494783463889953;['Polydipsia == True', 'Irritability == False'];154
0.44258599120389164;['sudden_weight_loss == True', 'Itching == False'];112
0.4389498074289584;['Age > 37.0', 'weakness == False'];146
0.4368594104340069;['weakness == True', 'Polydipsia == False'];126
0.4201622275049166;['Irritability == True', 'IsFemale == True'];48
0.4183216204238547;['Age > 47.5', 'Polyuria == False'];101
0.41461744634369446;['Genital_thrush == True', 'Irritability == False'];73
0.411231561024064;['Age > 42.0', 'weakness == False'];111
0.4088905398567868;['Genital_thrush == False', 'Polyphagia == False'];213
0.40797015286941796;['Polydipsia == True'];233
0.3913680601584446;['Polydipsia == True', 'Genital_thrush == False'];178
0.3892245394979228;['Genital_thrush == False', 'sudden_weight_loss == False'];245
0.38535232730060454;['Age > 39.0', 'Polyuria == False'];179
0.38531268689919007;['visual_blurring == True', 'Polyuria == True'];146
0.38516026552913063;['sudden_weight_loss == True', 'delayed_healing == False'];106
0.37847794966339166;['Irritability == False', 'visual_blurring == False'];226
0.3711127748893346;['muscle_stiffness == False', 'Alopecia == False'];218
0.3707853115795081;['Age > 47.5', 'partial_paresis == False'];115
0.36947066761434666;['Polyuria == False', 'visual_blurring == True'];87
